QuestionId_Answer,QuestionId,ConstructId,ConstructName,SubjectId,SubjectName,QuestionText,Answer,AnswerText,Correct,CorrectAnswer,CorrectAnswerText,FirstSubjectId,FirstSubjectName,SecondSubjectId,SecondSubjectName,ThirdSubjectId,ThirdSubjectName,MisconceptionId
1830_A,1830,3338,Identify a transversal,182,Angle Facts with Parallel Lines,What is the name given to the red line that intersects the two dashed lines? ![Shows two straight horizontal dashed lines that are converging and are both intersected by a solid red line](),A,Parallel,0,D,Transversal,71,Geometry and Measure,74,Angles,182,Angle Facts with Parallel Lines,114.0
1830_B,1830,3338,Identify a transversal,182,Angle Facts with Parallel Lines,What is the name given to the red line that intersects the two dashed lines? ![Shows two straight horizontal dashed lines that are converging and are both intersected by a solid red line](),B,Corresponding,0,D,Transversal,71,Geometry and Measure,74,Angles,182,Angle Facts with Parallel Lines,933.0
1830_C,1830,3338,Identify a transversal,182,Angle Facts with Parallel Lines,What is the name given to the red line that intersects the two dashed lines? ![Shows two straight horizontal dashed lines that are converging and are both intersected by a solid red line](),C,Alternate,0,D,Transversal,71,Geometry and Measure,74,Angles,182,Angle Facts with Parallel Lines,1528.0
1831_B,1831,2105,Convert between m³ and cm³,197,Volume and Capacity Units,"\(
1 m^3 =\bigstar cm^3
\)

What should replace the star?",B,\( 1000 \),0,A,\( 1000000 \),71,Geometry and Measure,98,Units of Measurement,197,Volume and Capacity Units,962.0
1831_C,1831,2105,Convert between m³ and cm³,197,Volume and Capacity Units,"\(
1 m^3 =\bigstar cm^3
\)

What should replace the star?",C,\( 100 \),0,A,\( 1000000 \),71,Geometry and Measure,98,Units of Measurement,197,Volume and Capacity Units,2514.0
1831_D,1831,2105,Convert between m³ and cm³,197,Volume and Capacity Units,"\(
1 m^3 =\bigstar cm^3
\)

What should replace the star?",D,\( 10000 \),0,A,\( 1000000 \),71,Geometry and Measure,98,Units of Measurement,197,Volume and Capacity Units,2514.0
1832_A,1832,2432,Describe the properties of an isosceles triangle,175,Properties of Triangles,An isosceles triangle must have ...,A,three \( 60^{\circ} \) angles.,0,D,two sides of equal length and two equal angles.,71,Geometry and Measure,174,2D Names and Properties of Shapes,175,Properties of Triangles,1176.0
1832_B,1832,2432,Describe the properties of an isosceles triangle,175,Properties of Triangles,An isosceles triangle must have ...,B,a right angle.,0,D,two sides of equal length and two equal angles.,71,Geometry and Measure,174,2D Names and Properties of Shapes,175,Properties of Triangles,1970.0
1832_C,1832,2432,Describe the properties of an isosceles triangle,175,Properties of Triangles,An isosceles triangle must have ...,C,three equal side lengths.,0,D,two sides of equal length and two equal angles.,71,Geometry and Measure,174,2D Names and Properties of Shapes,175,Properties of Triangles,1176.0
1833_A,1833,3515,Determine the function of a single function machine used to create an algebraic expression,649,Function Machines,"Tom and Katie are discussing this function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""m"" written inside it. The middle rectangle is empty and the final rectangle has ""output"" written above it and ""4m"" written inside it.]() Tom says the function could be \( +3 m \)

Katie says the function could be \( \times 4 \)

Who do you agree with?",A,Only Tom,0,C,Both Tom and Katie,49,Algebra,154,Solving Equations,649,Function Machines,2504.0
1833_B,1833,3515,Determine the function of a single function machine used to create an algebraic expression,649,Function Machines,"Tom and Katie are discussing this function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""m"" written inside it. The middle rectangle is empty and the final rectangle has ""output"" written above it and ""4m"" written inside it.]() Tom says the function could be \( +3 m \)

Katie says the function could be \( \times 4 \)

Who do you agree with?",B,Only Katie,0,C,Both Tom and Katie,49,Algebra,154,Solving Equations,649,Function Machines,436.0
1833_D,1833,3515,Determine the function of a single function machine used to create an algebraic expression,649,Function Machines,"Tom and Katie are discussing this function machine ![A function machine with 3 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left has ""input"" written above it and ""m"" written inside it. The middle rectangle is empty and the final rectangle has ""output"" written above it and ""4m"" written inside it.]() Tom says the function could be \( +3 m \)

Katie says the function could be \( \times 4 \)

Who do you agree with?",D,Neither is correct,0,C,Both Tom and Katie,49,Algebra,154,Solving Equations,649,Function Machines,2504.0
1834_A,1834,31,Use inequality notation to order integers with the same number of digits,202,Place Value,"Which symbol makes the following statement correct?
\[
1,959,909 \quad
 \square \quad
1,995,902
\]",A,\( > \),0,D,\( < \),32,Number,144,Basic Arithmetic,202,Place Value,1365.0
1834_B,1834,31,Use inequality notation to order integers with the same number of digits,202,Place Value,"Which symbol makes the following statement correct?
\[
1,959,909 \quad
 \square \quad
1,995,902
\]",B,\( = \),0,D,\( < \),32,Number,144,Basic Arithmetic,202,Place Value,1828.0
1834_C,1834,31,Use inequality notation to order integers with the same number of digits,202,Place Value,"Which symbol makes the following statement correct?
\[
1,959,909 \quad
 \square \quad
1,995,902
\]",C,None of these,0,D,\( < \),32,Number,144,Basic Arithmetic,202,Place Value,1828.0
1835_B,1835,1560,Given a situation sketch an appropriate real life graph,332,Currency Conversions,"\( £ 1 \) is \( 1.5 \) US dollars.
Which of these graphs shows the value of up to \( £ 10 \) in US dollars?",B,"![A straight horizontal line graph from 15 on the y axis. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()",0,C,"![A straight line graph from the origin. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()",32,Number,331,Money,332,Currency Conversions,2371.0
1835_D,1835,1560,Given a situation sketch an appropriate real life graph,332,Currency Conversions,"\( £ 1 \) is \( 1.5 \) US dollars.
Which of these graphs shows the value of up to \( £ 10 \) in US dollars?",D,"![A straight line graph from approx 5 on the y axis. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()",0,C,"![A straight line graph from the origin. Y axis labelled US dollars extending to 15, x axis labelled pounds extending to 10]()",32,Number,331,Money,332,Currency Conversions,300.0
1836_A,1836,2971,Calculate the probability of two dependent events occurring without drawing a tree diagram,112,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. The balls are all the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red?",A,\( \frac{12}{42} \),0,B,\( \frac{36}{42} \),101,Data and Statistics,348,Probability,112,Tree Diagrams with Dependent Events,111.0
1836_C,1836,2971,Calculate the probability of two dependent events occurring without drawing a tree diagram,112,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. The balls are all the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red?",C,\( \frac{24}{42} \),0,B,\( \frac{36}{42} \),101,Data and Statistics,348,Probability,112,Tree Diagrams with Dependent Events,111.0
1836_D,1836,2971,Calculate the probability of two dependent events occurring without drawing a tree diagram,112,Tree Diagrams with Dependent Events,"There are \( 4 \) red balls and \( 3 \) yellow balls in a cup ![A cup with 4 red and 3 yellow balls in it. The balls are all the same size.]() Kate picks out two balls at the same time.

What is the probability at least one ball is red?",D,\( \frac{37}{42} \),0,B,\( \frac{36}{42} \),101,Data and Statistics,348,Probability,112,Tree Diagrams with Dependent Events,965.0
1837_A,1837,856,Use the order of operations to carry out calculations involving powers,217,Basic Calculator Use,What answer would your calculator give if you typed in \(-5^{2}\) ![A scientific calculator](),A,\( 25 \),0,B,\( -25 \),32,Number,35,Calculator Use,217,Basic Calculator Use,621.0
1837_D,1837,856,Use the order of operations to carry out calculations involving powers,217,Basic Calculator Use,What answer would your calculator give if you typed in \(-5^{2}\) ![A scientific calculator](),D,\( -10 \),0,B,\( -25 \),32,Number,35,Calculator Use,217,Basic Calculator Use,1792.0
1838_B,1838,1568,Calculate the gradient on a linear section on a real life graph,58,Real Life Graphs,"The cost of a taxi-ride is shown on the graph.

What is the cost per mile? ![The graph is Cost (£) on the vertical axis and Distance (miles) on the horizontal axis. The graph is a straight line from (0, 2) to (5, 6)]()",B,\( £ 1.20 \),0,D,\( £ 0.80 \),49,Algebra,158,Other Graphs,58,Real Life Graphs,2280.0
1838_C,1838,1568,Calculate the gradient on a linear section on a real life graph,58,Real Life Graphs,"The cost of a taxi-ride is shown on the graph.

What is the cost per mile? ![The graph is Cost (£) on the vertical axis and Distance (miles) on the horizontal axis. The graph is a straight line from (0, 2) to (5, 6)]()",C,\( £ 1 \),0,D,\( £ 0.80 \),49,Algebra,158,Other Graphs,58,Real Life Graphs,2095.0
1839_A,1839,3174,For a given input find the output of a function machine,649,Function Machines,"Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]()",A,\( n \),0,D,\( 23 \),49,Algebra,154,Solving Equations,649,Function Machines,2389.0
1839_B,1839,3174,For a given input find the output of a function machine,649,Function Machines,"Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]()",B,\( \times 2 \),0,D,\( 23 \),49,Algebra,154,Solving Equations,649,Function Machines,931.0
1839_C,1839,3174,For a given input find the output of a function machine,649,Function Machines,"Cally wants to use the function machine below to solve this problem:

I think of a number, double it, subtract 5, and the answer is \( 23 \).

Which of the following should replace the star? ![A function machine with 4 rectangles in a row, joined by arrows pointing from left to right. The first rectangle on the left is empty and has ""input"" written above it. The next 2 rectangles are empty and the final rectangle on the right has a purple star inside it and has ""output"" written above it.]()",C,\( -5 \),0,D,\( 23 \),49,Algebra,154,Solving Equations,649,Function Machines,931.0
1840_B,1840,419,Use inequality notation to order fractions whose denominators are not multiples of the same number ,228,Ordering Fractions,"What sign would make this statement true?
\(
\frac{4}{6} ? \frac{10}{15}
\)",B,\( < \),0,C,\( = \),32,Number,39,Fractions,228,Ordering Fractions,2030.0
1841_B,1841,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,"Simplify the following, if possible
\(
\frac{5 m-10}{m^{2}+3 m-10}
\)",B,\( \frac{5 m}{m^{2}+3 m} \),0,C,\( \frac{5}{m+5} \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,2078.0
1841_D,1841,1614,Simplify an algebraic fraction by factorising both the numerator and denominator,1077,Simplifying Algebraic Fractions,"Simplify the following, if possible
\(
\frac{5 m-10}{m^{2}+3 m-10}
\)",D,Does not simplify,0,C,\( \frac{5}{m+5} \),49,Algebra,255,Algebraic Fractions,1077,Simplifying Algebraic Fractions,1540.0
1842_C,1842,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,"Calculate:
\(
\frac{2}{5} \div 2
\)",C,\( \frac{4}{5} \),0,A,\( \frac{1}{5} \),32,Number,39,Fractions,232,Dividing Fractions,609.0
1842_D,1842,446,Divide proper fractions in the form: Fraction ÷ Integer,232,Dividing Fractions,"Calculate:
\(
\frac{2}{5} \div 2
\)",D,\( \frac{4}{10} \),0,A,\( \frac{1}{5} \),32,Number,39,Fractions,232,Dividing Fractions,1621.0
1843_A,1843,1569,Interpret the gradient on a linear section on a real life graph,58,Real Life Graphs,"Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()",A,Jadon is travelling at a speed of \( 0.8 \mathrm{~m} / \mathrm{s} \),0,B,Jadon is decelerating at a rate of \( 0.8 \mathrm{~m} / \mathrm{s}^{2} \),49,Algebra,158,Other Graphs,58,Real Life Graphs,284.0
1843_D,1843,1569,Interpret the gradient on a linear section on a real life graph,58,Real Life Graphs,"Jadon decides to go for a run.
The graph on the right shows Jadon's speed in metres per second \( (s) \) over time in seconds
\( (t) \).

The gradient of the negative sloping section of the graph is \( 0.8 \).

Which of the following does that \( 0.8 \) best represent? ![A sketch of a graph with s on the y axis and t on the x axis. A straight line slopes upwards from the origin 2/3 of the way up the graph, 1/5 across the graph. It then becomes horizontal for the next 1/5 of the graph, before sloping downwards in a straight line for the remainder of the graph. ]()",D,Jadon is accelerating at a rate of \( 0.8 \mathrm{~m} / \mathrm{s}^{2} \),0,B,Jadon is decelerating at a rate of \( 0.8 \mathrm{~m} / \mathrm{s}^{2} \),49,Algebra,158,Other Graphs,58,Real Life Graphs,1559.0
